name,lng,lat
Morrisville State College,-75.640583,42.893962
SUNY at Albany,-73.825014,42.686917
Binghamton University,-75.971143,42.088049
University at Buffalo,-78.789458,43.000942
Stony Brook University,-73.12046,40.91476
SUNY College of Environmental Science and Forestry,-76.138724,43.034765
SUNY Polytechnic Institute,-75.2292,43.13528
SUNY College at Brockport,-77.947188,43.211926
SUNY Buffalo State,-78.88067,42.934199
SUNY Cortland,-76.188655,42.598022
SUNY at Fredonia,-79.336109,42.450961
SUNY College at Geneseo,-77.821999,42.796864
State University of New York at New Paltz,-74.088727,41.737205
SUNY Oneonta,-75.063632,42.468861
SUNY College at Oswego,-76.540798,43.454287
SUNY College at Potsdam,-74.976889,44.662862
SUNY at Purchase College,-73.701955,41.047223
SUNY College of Optometry,-73.982236,40.754465
SUNY College at Old Westbury,-73.571907,40.799021
SUNY College at Plattsburgh,-73.466536,44.69293
SUNY Downstate Medical Center,-73.943827,40.655283
SUNY Empire State College,-73.782484,43.077283
SUNY Maritime College,-73.800336,40.809048
Upstate Medical University,-76.138976,43.042951
Syracuse University,-76.136975,43.040176
Talmudical Seminary Oholei Torah,-73.945759,40.670089
Talmudical Institute of Upstate New York,-77.574943,43.147062
Teachers College at Columbia University,-73.960399,40.810311
Torah Temimah Talmudical Seminary,-73.971973,40.635509
Touro College,-73.989404,40.753199
Trocaire College,-78.812398,42.846693
Excelsior College,-73.862204,42.704887
Union College,-73.928498,42.817578
Union Theological Seminary in the City of New York,-73.96212,40.811461
United Talmudical Seminary,-73.959113,40.705687
United States Merchant Marine Academy,-73.762534,40.812154
United States Military Academy,-73.956603,41.390479
Utica College,-75.272407,43.095183
Vassar College,-73.894345,41.685105
Villa Maria College,-78.795666,42.913045
School of Visual Arts,-73.98224,40.738742
Wagner College,-74.092913,40.615588
Webb Institute,-73.644909,40.884444
Wells College,-76.696028,42.742943
The College of Westchester,-73.784404,41.033687
Yeshiva Karlin Stolin,-73.983373,40.624918
Yeshivat Mikdash Melech,-73.969614,40.616427
Yeshiva Derech Chaim,-73.979757,40.636889
Yeshiva of Nitra Rabbinical College,-73.728423,41.22085
Yeshiva Shaar Hatorah,-73.8343,40.703857
Yeshiva University,-73.928541,40.8508
Yeshivath Viznitz,-74.066431,41.118499
Yeshivath Zichron Moshe,-74.621823,41.73048
The Art Institute of Charlotte,-80.927507,35.181837
Appalachian State University,-81.680234,36.214844
Barton College,-77.913805,35.735463
Belmont Abbey College,-81.041315,35.260651
Bennett College,-79.77998,36.067531
Brevard College,-82.729763,35.237657
Cabarrus College of Health Sciences,-80.60119,35.438139
Campbell University,-78.738238,35.409149
Catawba College,-80.482751,35.691443
Chowan University,-77.099141,36.436258
Davidson College,-80.845236,35.500006
Duke University,-78.937624,36.001135
East Carolina University,-77.368291,35.607186
Elizabeth City State University,-76.214041,36.277978
Elon University,-79.505632,36.104149
Fayetteville State University,-78.891696,35.073641
Gardner-Webb University,-81.668141,35.24732
Greensboro College,-79.800232,36.071082
Guilford College,-79.887737,36.094233
Heritage Bible College,-78.613355,35.268445
High Point University,-79.994675,35.972035
John Wesley University,-79.998419,35.994259
Johnson C Smith University,-80.854842,35.243384
Lees-McRae College,-81.873371,36.162477
Lenoir-Rhyne University,-81.326161,35.73904
Livingstone College,-80.484459,35.670743
Mars Hill University,-82.550859,35.825858
Meredith College,-78.689175,35.797197
Methodist University,-78.874426,35.135058
Miller-Motte College-Wilmington,-77.882359,34.242761
Montreat College,-82.297522,35.645844
University of Mount Olive,-78.071265,35.206314
North Carolina A & T State University,-79.770152,36.076737
University of North Carolina at Asheville,-82.565259,35.616618
University of North Carolina at Chapel Hill,-79.050969,35.911769
University of North Carolina at Charlotte,-80.730919,35.306022
University of North Carolina at Greensboro,-79.809844,36.067503
North Carolina Central University,-78.898602,35.974237
University of North Carolina School of the Arts,-80.236625,36.07482
North Carolina State University at Raleigh,-78.674517,35.785111
North Carolina Wesleyan College,-77.774231,36.017443
University of North Carolina Wilmington,-77.875527,34.225223
William Peace University,-78.636793,35.789105
University of North Carolina at Pembroke,-79.201895,34.687231
Pfeiffer University,-80.283168,35.484696
Queens University of Charlotte,-80.832227,35.188929
Mid-Atlantic Christian University,-76.217496,36.303765
Saint Augustine's University,-78.621806,35.785032
Salem College,-80.241357,36.087531
Shaw University,-78.637693,35.771181
St. Andrews University,-79.478567,34.74563
Southeastern Baptist Theological Seminary,-78.513755,35.981858
Wake Forest University,-80.277446,36.133609
Warren Wilson College,-82.441097,35.611762
Wingate University,-80.44305,34.986064
Carolina Christian College,-80.256252,36.146168
Winston-Salem State University,-80.224905,36.089197
Western Carolina University,-83.186258,35.308979
Rasmussen College-North Dakota,-96.848715,46.848362
Bismarck State College,-100.816534,46.821459
Dickinson State University,-102.800511,46.882677
Nueta Hidatsa Sahnish College,-102.472814,47.983311
University of Jamestown,-98.698416,46.914302
University of Mary,-100.75274,46.723767
Mayville State University,-97.322545,47.504671
Minot State University,-101.300624,48.246877
University of North Dakota,-97.071738,47.921654
North Dakota State University-Main Campus,-96.800838,46.893127
Sitting Bull College,-100.674735,46.085288
Trinity Bible College and Graduate School,-98.517906,46.001037
Turtle Mountain Community College,-99.750836,48.883758
United Tribes Technical College,-100.760705,46.768773
Valley City State University,-98.00389,46.918517
The Art Institute of Cincinnati-AIC College of Design,-84.451296,39.285831
Herzing University-Akron,-81.493109,41.02817
University of Akron Main Campus,-81.511679,41.078551
Allegheny Wesleyan College,-80.860091,40.867236
Art Academy of Cincinnati,-84.513913,39.108805
Ashland University,-82.320621,40.860987
Aultman College of Nursing and Health Sciences,-81.404182,40.796865
Baldwin Wallace University,-81.851145,41.373017
Bluffton University,-83.897678,40.896998
Bowling Green State University-Main Campus,-83.640896,41.375513
Bryant & Stratton College-Parma,-81.783618,41.40511
Capital University,-82.937867,39.954875
Case Western Reserve University,-81.605769,41.500812
Cedarville University,-83.812098,39.750338
Central State University,-83.876795,39.716465
The Christ College of Nursing and Health Sciences,-84.509237,39.12072
Cincinnati Christian University,-84.554752,39.112396
Cincinnati College of Mortuary Science,-84.505896,39.207578
University of Cincinnati-Main Campus,-84.51428,39.131159
University of Cincinnati-Clermont College,-84.19437,39.080645
University of Cincinnati-Blue Ash College,-84.400438,39.232995
Ohio Christian University,-82.905986,39.610895
Cleveland Institute of Art,-81.602416,41.510435
Cleveland Institute of Music,-81.608878,41.512444
Cleveland State University,-81.673052,41.502918
Columbus College of Art and Design,-82.988548,39.965767
University of Dayton,-84.176113,39.739547
Defiance College,-84.356596,41.300336
Denison University,-82.520625,40.072582
Bryant & Stratton College-Cleveland,-81.666136,41.503009
The University of Findlay,-83.652067,41.05441
Franklin University,-82.991825,39.958402
Gods Bible School and College,-84.506036,39.115484
Good Samaritan College of Nursing and Health Science,-84.523399,39.140162
Hebrew Union College-Jewish Institute of Religion,-73.994499,40.728938
Heidelberg University,-83.166581,41.114337
Hiram College,-81.143981,41.3107
John Carroll University,-81.531338,41.491321
Hondros College of Nursing,-82.901039,40.084407
Kent State University at Ashtabula,-80.8309,41.888855
Kent State University at East Liverpool,-80.576918,40.617264
Kent State University at Stark,-81.43731,40.868568
Kent State University at Trumbull,-80.837363,41.279153
Kent State University at Tuscarawas,-81.407707,40.467736
Kent State University at Salem,-80.835458,40.86408
Kent State University at Kent,-81.342533,41.146653
Kent State University at Geauga,-81.143085,41.483727
Kenyon College,-82.397977,40.374408
Kettering College,-84.191583,39.694072
Lake Erie College,-81.251817,41.717841
Lourdes University,-83.706649,41.708694
Malone University,-81.383525,40.826516
Marietta College,-81.450045,39.41668
Mercy College of Ohio,-83.5526,41.657936
Methodist Theological School in Ohio,-83.060146,40.253643
Miami University-Hamilton,-84.563221,39.377448
Miami University-Middletown,-84.35724,39.523776
Miami University-Oxford,-84.731821,39.509642
Mount Carmel College of Nursing,-83.021152,39.957008
University of Mount Union,-81.108624,40.905093
Mount Vernon Nazarene University,-82.474667,40.373859
Mount Saint Joseph University,-84.640143,39.094519
Muskingum University,-81.737192,39.996635
Notre Dame College,-81.516212,41.506938
Northeast Ohio Medical University,-81.245302,41.102919
University of Northwestern Ohio,-84.150423,40.76005
Oberlin College,-82.221786,41.29474
Ohio Dominican University,-82.940499,39.99265
Ohio Northern University,-83.827441,40.7662
Ohio State University-Lima Campus,-84.026195,40.737828
Ohio State University-Mansfield Campus,-82.578673,40.797259
Ohio State University-Marion Campus,-83.090597,40.577779
Ohio State University-Newark Campus,-82.447992,40.068353
Ohio State University-Main Campus,-83.009001,39.998389
Ohio University-Eastern Campus,-80.976073,40.073392
Ohio University-Chillicothe Campus,-83.00499,39.328076
Ohio University-Southern Campus,-82.666894,38.525115
Ohio University-Lancaster Campus,-82.586069,39.738752
Ohio University-Main Campus,-82.100985,39.326798
Ohio University-Zanesville Campus,-82.031063,39.96098
Ohio Wesleyan University,-83.067912,40.296912
Otterbein University,-82.936444,40.125327
Payne Theological Seminary,-83.884871,39.715286
Pontifical College Josephinum,-83.01899,40.119967
Rabbinical College Telshe,-81.48439,41.593433
University of Rio Grande,-82.377359,38.88058
Shawnee State University,-82.995357,38.730909
Brown Mackie College-Cincinnati,-84.45701,39.255963
Brown Mackie College-Akron,-81.590449,41.096846
Franciscan University of Steubenville,-80.623094,40.376086
Tiffin University,-83.18355,41.119193
University of Toledo,-83.614714,41.660572
Tri-State Bible College,-82.579887,38.426238
Trinity Lutheran Seminary,-82.940697,39.958189
Union Institute & University,-84.500139,39.126856
United Theological Seminary,-84.276913,39.813423
Urbana University,-83.760035,40.099881
Ursuline College,-81.466716,41.494971
Virginia Marti College of Art and Design,-81.769737,41.484039
Walsh University,-81.36911,40.873295
Wilberforce University,-83.879358,39.707993
Wilmington College,-83.817271,39.441097
Winebrenner Theological Seminary,-83.650711,41.052464
Wittenberg University,-83.815445,39.934029
The College of Wooster,-81.934674,40.81046
Wright State University-Main Campus,-84.064881,39.780634
Wright State University-Lake Campus,-84.509383,40.547528
Xavier University,-84.477648,39.149291
Youngstown State University,-80.646515,41.105583
Bacone College,-95.335337,35.77707
Oklahoma Wesleyan University,-95.954124,36.717752
Southern Nazarene University,-97.629504,35.513295
Cameron University,-98.434163,34.606487
University of Central Oklahoma,-97.470985,35.658239
East Central University,-96.664196,34.773805
Randall University,-97.491107,35.300757
Langston University,-97.260317,35.943982
Spartan College of Aeronautics and Technology,-95.879012,36.178011
Northeastern State University,-94.968528,35.920499
Northwestern Oklahoma State University,-98.667596,36.796313
Oklahoma State University Center for Health Sciences,-96.004951,36.138426
Oklahoma Christian University,-97.468312,35.609042
University of Oklahoma-Health Sciences Center,,
Oklahoma Panhandle State University,-101.638488,36.594518
Oklahoma State University-Main Campus,-97.069743,36.123085
Oklahoma State University-Oklahoma City,-97.583291,35.475272
Oklahoma Baptist University,-96.934334,35.359949
Oklahoma City University,-97.541242,35.495271
University of Oklahoma-Norman Campus,-97.445692,35.208152
Oklahoma State University Institute of Technology,-95.940432,35.628588
Oral Roberts University,-95.954215,36.050705
Rogers State University,-95.635718,36.321437
University of Science and Arts of Oklahoma,-97.95641,35.031392
Southeastern Oklahoma State University,-96.376864,34.006808
Southwestern Christian University,-97.639411,35.513596
Southwestern Oklahoma State University,-98.707964,35.534609
University of Tulsa,-95.945175,36.151887
The Art Institute of Portland,-122.682644,45.524116
Concordia University-Portland,-122.637944,45.568242
Eastern Oregon University,-118.09384,45.320392
New Hope Christian College-Eugene,-123.153724,44.033123
George Fox University,-122.968394,45.30399
Lewis & Clark College,-122.672478,45.450547
Linfield College-McMinnville Campus,-123.200464,45.201333
Marylhurst University,-122.647755,45.398174
Mount Angel Seminary,-122.775405,45.057871
Multnomah University,-122.575557,45.527139
National University of Natural Medicine,-122.678378,45.501565
Northwest Christian University,-123.079754,44.047483
Oregon Health & Science University,-122.686096,45.498772
Oregon Institute of Technology,-121.785177,42.257152
Oregon College of Art and Craft,-122.760915,45.510599
Oregon State University,-123.274723,44.56395
University of Oregon,-123.075792,44.045146
Pacific Northwest College of Art,-122.678182,45.526766
Pacific University,-123.108777,45.521394
Portland State University,-122.683553,45.511229
University of Portland,-122.726859,45.571807
Reed College,-122.63064,45.480376
Pioneer Pacific College,-122.76826,45.321099
Southern Oregon University,-122.694034,42.186467
Warner Pacific College,-122.594221,45.50632
Corban University,-122.958413,44.88408
Western Seminary,-122.605831,45.512344
Willamette University,-123.030727,44.935743
Western Oregon University,-123.238309,44.852235
University of Western States,-122.526989,45.543172
Bryn Athyn College of the New Church,-75.06093,40.131358
Academy of Vocal Arts,-75.173683,39.947863
Albright College,-75.909742,40.361351
Allegheny College,-80.146922,41.648068
DeSales University,-75.376549,40.540137
Alvernia University,-75.936754,40.310028
The Art Institute of Philadelphia,-75.16813,39.951125
The Art Institute of Pittsburgh,,
Clarks Summit University,-75.685472,41.495062
Arcadia University,-75.165205,40.091941
Biblical Theological Seminary,-75.303897,40.281414
Bloomsburg University of Pennsylvania,-76.446383,41.007989
Bryn Mawr College,-75.314988,40.028541
Bucknell University,-76.882616,40.954317
Cabrini University,-75.375263,40.056355
California University of Pennsylvania,-79.884477,40.066473
Carlow University,-79.963927,40.439851
Carnegie Mellon University,-79.942914,40.444616
Cedar Crest College,-75.519221,40.586318
Central Penn College,-76.934461,40.3049
Chatham University,-79.926083,40.448432
Chestnut Hill College,-75.228742,40.08678
Cheyney University of Pennsylvania,-75.529378,39.932293
Clarion University of Pennsylvania,-79.377501,41.207805
Curtis Institute of Music,-75.170727,39.948857
Delaware Valley University,-75.158202,40.29757
Dickinson College,-77.197854,40.202796
Pennsylvania State University-Dickinson Law,-77.197794,40.199443
Drexel University,-75.188745,39.954855
Duquesne University,-79.993046,40.437496
East Stroudsburg University of Pennsylvania,-75.172614,40.99622
Eastern University,-75.370268,40.052306
Edinboro University of Pennsylvania,-80.126363,41.869978
Elizabethtown College,-76.593224,40.149236
Evangelical Theological Seminary,-76.306252,40.372981
Faith Theological Seminary,-76.605906,39.371639
Franklin and Marshall College,-76.319037,40.048045
Gannon University,-80.087166,42.128403
Geneva College,-80.321826,40.772518
Gettysburg College,-77.234982,39.836091
Gratz College,-75.133915,40.067206
Gwynedd Mercy University,-75.236601,40.202804
Haverford College,-75.305207,40.007452
Holy Family University,-74.990365,40.060414
Hussian College School of Art,,
Immaculata University,-75.570711,40.027981
Indiana University of Pennsylvania-Main Campus,-79.159869,40.615589
Juniata College,-78.015204,40.499511
Keystone College,-75.777456,41.558969
King's College,-75.879822,41.250097
Kutztown University of Pennsylvania,-75.783933,40.513561
La Roche College,-80.014851,40.568615
La Salle University,-75.153061,40.037979
Lackawanna College,-75.659319,41.411521
Lafayette College,-75.209786,40.69956
Lancaster Bible College,-76.287781,40.074375
Lancaster Theological Seminary,-76.317892,40.045765
Lebanon Valley College,-76.513753,40.331733
Lehigh University,-75.378887,40.607158
Lincoln University,-75.928273,39.807725
Lock Haven University,-77.463565,41.142097
United Lutheran Seminary,-77.244231,39.831961
Lycoming College,-77.0003,41.246127
Mansfield University of Pennsylvania,-77.073901,41.807467
Marywood University,-75.633996,41.434978
Mercyhurst University,-80.055568,42.103991
Messiah College,-76.988492,40.15867
Millersville University of Pennsylvania,-76.357381,40.000337
Misericordia University,-75.971016,41.344765
Moore College of Art and Design,-75.172105,39.957078
Moravian College,-75.380979,40.630888
Mount Aloysius College,-78.601358,40.459948
Muhlenberg College,-75.508502,40.596416
Neumann University,-75.440022,39.874876
Salus University,-75.128089,40.085816
Pennsylvania State University-Penn State Erie-Behrend College,-79.983773,42.119433
Pennsylvania State University-Penn State Great Valley,-75.521311,40.052845
Pennsylvania State University-College of Medicine,-76.675608,40.263635
Pennsylvania State University-Penn State New Kensington,-79.697232,40.551159
Pennsylvania State University-Penn State Shenango,-80.508204,41.234852
Pennsylvania State University-Penn State Wilkes-Barre,-76.016599,41.306003
Pennsylvania State University-Penn State Worthington Scranton,-75.620583,41.440258
Pennsylvania State University-Penn State Lehigh Valley,-75.401798,40.557651
Pennsylvania State University-Penn State Altoona,-78.409112,40.540682
Pennsylvania State University-Penn State Beaver,-80.296235,40.678254
Pennsylvania State University-Penn State Berks,-75.972141,40.357987
Pennsylvania State University-Penn State Harrisburg,-76.7423,40.203766
Pennsylvania State University-Penn State Brandywine,-75.447825,39.928355
Pennsylvania State University-Penn State DuBois,-78.751784,41.126941
Pennsylvania State University-Penn State Fayette- Eberly,-79.657769,39.947217
Pennsylvania State University-Penn State Hazleton,-76.031061,40.983958
Pennsylvania State University-Main Campus,-77.861644,40.800732
Pennsylvania State University-Penn State Greater Allegheny,-79.827447,40.345582
Pennsylvania State University-Penn State Mont Alto,-77.542355,39.842047
Pennsylvania State University-Penn State Abington,-75.109083,40.11683
Pennsylvania State University-Penn State Schuylkill,-76.166326,40.640499
Pennsylvania State University-Penn State York,-76.702835,39.952327
Peirce College,-75.166332,39.945483
Pennsylvania Academy of the Fine Arts,-75.162718,39.954736
Pennsylvania College of Art and Design,-76.308769,40.041152
University of Pennsylvania,-75.19391,39.950929
Jefferson (Philadelphia University + Thomas Jefferson University),-75.192645,40.022882
The University of the Arts,-75.165888,39.946017
Cairn University-Langhorne,-74.909509,40.165809
Philadelphia College of Osteopathic Medicine,-75.214198,40.006308
University of the Sciences,-75.208241,39.946552
University of Pittsburgh-Bradford,-78.673701,41.943415
University of Pittsburgh-Greensburg,-79.532676,40.276447
University of Pittsburgh-Johnstown,-78.832611,40.268583
University of Pittsburgh-Pittsburgh Campus,-79.954692,40.444502
Pittsburgh Technical College,-80.191938,40.422829
Pittsburgh Theological Seminary,-79.9209,40.46719
Point Park University,-80.001462,40.438526
Reconstructionist Rabbinical College,-75.151005,40.086061
Reformed Presbyterian Theological Seminary,-79.897293,40.447851
The Restaurant School at Walnut Hill College,-75.20749,39.955098
Robert Morris University,-80.210468,40.520415
Rosemont College,-75.32925,40.033417
Saint Francis University,-78.638469,40.502782
Saint Joseph's University,-75.238343,39.994442
Saint Vincent College,-79.403702,40.29252
Saint Vincent Seminary,-79.403762,40.292651
University of Scranton,-75.658031,41.40715
Seton Hill University,-79.556228,40.308623
Shippensburg University of Pennsylvania,-77.5229,40.057405
Slippery Rock University of Pennsylvania,-80.045965,41.062719
Saint Charles Borromeo Seminary-Overbrook,-75.255675,39.99133
Susquehanna University,-76.87521,40.79774
Swarthmore College,-75.354278,39.905159
Talmudical Yeshiva of Philadelphia,-75.247987,39.989483
Temple University,-75.158267,39.980943
Theological Seminary of the Reformed Episcopal Church,-75.290124,40.168935
Thiel College,-80.384383,41.41354
Thomas Jefferson University,-75.158266,39.948274
Trinity Episcopal School for Ministry,-80.229331,40.593686
Ursinus College,-75.455654,40.19405
University of Valley Forge,-75.54864,40.118341
Villanova University,-75.345457,40.039388
Washington & Jefferson College,-80.240388,40.171898
Waynesburg University,-80.186205,39.899871
West Chester University of Pennsylvania,-75.59812,39.953398
Westminster College,-80.331017,41.119272
Westminster Theological Seminary,-75.176327,40.09815
Widener University,-75.355363,39.861689
Wilkes University,-75.890262,41.244199
Wilson College,-77.650712,39.949659
Yeshivath Beth Moshe,-75.656191,41.394852
York College of Pennsylvania,-76.727984,39.94614
Brown University,-71.40385,41.82617
Bryant University,-71.539547,41.920092
Johnson & Wales University-Providence,-71.41277,41.819956
New England Institute of Technology,-71.502892,41.661783
Providence College,-71.437446,41.842742
Rhode Island College,-71.46556,41.842415
University of Rhode Island,-71.527356,41.484691
Rhode Island School of Design,-71.407692,41.825935
Roger Williams University,-71.260374,41.650214
Salve Regina University,-71.301125,41.471445
Northpoint Bible College,-71.079336,42.765366
Allen University,-81.020045,34.010348
Anderson University,-82.640205,34.515506
Charleston Southern University,-80.069288,32.981986
Benedict College,-81.021412,34.011285
Bob Jones University,-82.36329,34.87402
Southern Wesleyan University,-82.761586,34.728068
College of Charleston,-79.937251,32.783142
Citadel Military College of South Carolina,-79.961399,32.796975
Claflin University,-80.854319,33.498444
Clemson University,-82.835114,34.679381
Clinton College,-81.043469,34.913721
Coker College,-80.067713,34.37709
Columbia International University,-81.069502,34.081233
Columbia College,-81.029967,34.045581
Converse College,-81.918829,34.956232
Erskine College,-82.390797,34.330674
Francis Marion University,-79.655515,34.192277
Furman,-82.440458,34.924676
Lander University,-82.166351,34.201143
Limestone College,-81.648033,35.052919
Medical University of South Carolina,-79.946853,32.786017
Morris College,-80.346346,33.938707
Newberry College,-81.619777,34.285868
North Greenville University,-82.37026,35.069758
Presbyterian College,-81.87448,34.465834
University of South Carolina-Aiken,-81.767901,33.572917
University of South Carolina-Beaufort,-80.973595,32.303308
University of South Carolina-Columbia,-81.026935,33.996788
Coastal Carolina University,-79.011767,33.794995
South Carolina State University,-80.851185,33.497439
University of South Carolina-Upstate,-81.970583,34.996403
Sherman College of Straight Chiropractic,-81.986044,35.014125
Voorhees College,-81.127863,33.307199
Winthrop University,-81.031404,34.941515
Wofford College,-81.934572,34.957914
Augustana University,-96.738507,43.525939
Black Hills State University,-103.870966,44.494889
Dakota State University,-97.113358,44.013014
Dakota Wesleyan University,-98.030566,43.695995
Mount Marty College,-97.409904,42.874475
National American University-Rapid City,-103.250223,44.03152
National American University-Sioux Falls,-96.789651,43.495677
Sioux Falls Seminary,-96.735896,43.525446
Northern State University,-98.4837,45.452555
Oglala Lakota College,-102.240331,43.366813
Presentation College,-98.49129,45.483339
South Dakota School of Mines and Technology,-103.205753,44.075439
South Dakota State University,-96.782139,44.317485
Sinte Gleska University,-100.622549,43.298878
University of Sioux Falls,-96.738229,43.531574
University of South Dakota,-96.924664,42.784558
American Baptist College,-86.789301,36.201155
Austin Peay State University,-87.354081,36.533319
Baptist Memorial College of Health Sciences,-90.027501,35.138415
Belmont University,-86.794715,36.133866
Bethel University,-88.516162,36.139271
Bryan College-Dayton,-84.999552,35.497209
Carson-Newman University,-83.492183,36.122224
Christian Brothers University,-89.983241,35.127437
Pentecostal Theological Seminary,-84.868326,35.162528
Cumberland University,-86.29966,36.204243
Lipscomb University,-86.799304,36.10469
Daymar College-Nashville,-86.671921,36.14608
East Tennessee State University,-82.366954,36.301643
Fisk University,-86.805671,36.16912
Welch College,,
Freed-Hardeman University,-88.639418,35.440073
Hiwassee College,-84.364631,35.557691
Johnson University,-83.750336,35.937152
King University,-82.156532,36.585899
South College,-83.974783,35.96163
Lane College,-88.806832,35.628197
Le Moyne-Owen College,-90.034101,35.118641
Lee University,-84.870018,35.166166
Lincoln Memorial University,-83.658818,36.581284
Martin Methodist College,-87.035085,35.200662
Maryville College,-83.963853,35.751969
Meharry Medical College,-86.807371,36.165458
Memphis College of Art,-89.993707,35.145874
University of Memphis,-89.938068,35.118878
Memphis Theological Seminary,-89.982653,35.13311
Middle Tennessee State University,-86.360618,35.848005
Middle Tennessee School of Anesthesia Inc,-86.683396,36.252997
O'More College of Design,-86.868053,35.920971
Rhodes College,-89.989187,35.154424
Sewanee-The University of the South,-85.917772,35.20443
Southern Adventist University,-85.050878,35.049136
Southern College of Optometry,-90.019856,35.138252
Tennessee Wesleyan University,-84.592647,35.444939
The University of Tennessee-Chattanooga,-85.299812,35.048247
The University of Tennessee-Knoxville,-83.925852,35.952082
The University of Tennessee-Martin,-88.864211,36.340338
Fountainhead College of Technology,-83.920631,36.03024
Tennessee State University,-86.82937,36.16899
Tennessee Technological University,-85.503957,36.174659
Trevecca Nazarene University,-86.753566,36.142115
Tusculum College,-82.761716,36.172558
Union University,-88.858524,35.676896
Vanderbilt University,-86.803369,36.14659
Abilene Christian University,-99.70954,32.46915
Amberton University,-96.653028,32.859937
Angelo State University,-100.466495,31.44145
Arlington Baptist University,-97.155661,32.739543
The Art Institute of Houston,-95.445598,29.730258
Austin College,-96.598772,33.646307
Austin Presbyterian Theological Seminary,-97.737752,30.292635
Baptist Health System School of Health Professions,-98.568633,29.517296
Baptist Missionary Association Theological Seminary,-95.255524,31.978961
Baylor College of Medicine,-95.395743,29.7106
Baylor University,-97.119359,31.545956
Remington College-Dallas Campus,-96.654112,32.8606
Brazosport College,-95.409004,29.04836
Concordia University-Texas,-97.836247,30.420952
Texas A & M University-Corpus Christi,-97.32395,27.713723
Dallas Baptist University,-96.947006,32.710017
Dallas Christian College,-96.887124,32.913698
Dallas Theological Seminary,-96.779957,32.7943
University of Dallas,-96.921573,32.846202
East Texas Baptist University,-94.374337,32.554545
Texas A&M University-Texarkana,-94.10398,33.49561
Texas A & M University-Commerce,-95.908451,33.243745
Episcopal Theological Seminary of the Southwest,-97.73266,30.293097
South University-The Art Institute of Dallas,-96.76783,32.871014
Hallmark University,-98.568626,29.538447
Hardin-Simmons University,-99.73564,32.476434
Houston Baptist University,-95.515978,29.694414
University of Houston-Clear Lake,-95.098129,29.582523
University of Houston-Downtown,-95.35953,29.763831
University of Houston-Victoria,-96.978193,28.816438
University of Houston,-95.343537,29.720393
Howard Payne University,-98.984956,31.716345
Huston-Tillotson University,-97.721698,30.264672
University of the Incarnate Word,-98.467709,29.468052
Jarvis Christian College,-95.181513,32.587942
Lamar University,-94.072244,30.042738
Texas A & M International University,-99.435225,27.573504
LeTourneau University,-94.72726,32.467658
Lubbock Christian University,-101.934816,33.576273
University of Mary Hardin-Baylor,-97.463479,31.066798
McMurry University,-99.748682,32.429776
Midland College,-102.10539,32.028578
Midwestern State University,-98.51774,33.877143
Wade College,-96.819524,32.80086
University of North Texas,-97.148422,33.211178
Oblate School of Theology,-98.503348,29.505488
Our Lady of the Lake University,-98.54395,29.425611
The University of Texas Rio Grande Valley,-98.172112,26.306629
Paul Quinn College,-96.755864,32.677195
Prairie View A & M University,-95.989475,30.092425
Rice University,-95.402035,29.717897
Saint Edward's University,-97.75763,30.229844
University of St Thomas,-95.394178,29.738113
Sam Houston State University,-95.546205,30.714738
Schreiner University,-99.131076,30.03108
St. Mary's University,-98.564307,29.451793
South Texas College of Law Houston,-95.364882,29.753391
Southern Methodist University,-96.784855,32.845254
Southwestern Assemblies of God University,-96.85315,32.405477
Southwestern University,-97.664637,30.635194
Stephen F Austin State University,-94.64908,31.621056
Texas State University,-97.936392,29.889202
Southwestern Adventist University,-97.328511,32.397136
Southwestern Christian College,-96.286747,32.735778
Sul Ross State University,-103.651469,30.363139
Tarleton State University,-98.214866,32.214988
University of Texas Southwestern Medical Center,-96.841156,32.812307
The University of Texas Health Science Center at San Antonio,-98.57606,29.504716
The University of Texas Medical Branch,-94.776401,29.311333
Texas A & M University-Kingsville,-97.882342,27.524852
Texas A & M University-College Station,-96.336475,30.618726
The University of Texas at Arlington,-97.115087,32.728437
The University of Texas at Austin,-97.739291,30.28609
The University of Texas at Dallas,-96.749702,32.984673
The University of Texas at El Paso,-106.50356,31.771697
The University of Texas at Tyler,-95.249096,32.314724
Texas Chiropractic College Foundation Inc,-95.15012,29.66482
Texas Christian University,-97.361537,32.709568
Texas College,-95.312259,32.374185
University of North Texas Health Science Center,-97.368897,32.749818
Texas Lutheran University,-97.984601,29.573274
The University of Texas of the Permian Basin,-102.329634,31.889509
The University of Texas at San Antonio,-98.621386,29.582418
Texas Southern University,-95.361961,29.722468
Texas Tech University,-101.874783,33.583448
Texas Wesleyan University,-97.279631,32.733314
Texas Woman's University,-97.129088,33.227002
Trinity University,-98.482577,29.46286
The University of Texas Health Science Center at Houston,-95.403183,29.702873
Texas Tech University Health Sciences Center,-101.89359,33.593227
Tyler Junior College,-95.284129,32.336015
Wayland Baptist University,-101.729564,34.186673
West Texas A & M University,-101.9158,34.981996
Wiley College,-94.376821,32.537646
Brigham Young University-Provo,-111.649281,40.250851
Brigham Young University-Hawaii,-157.925358,21.641172
Broadview University-West Jordan,-111.942296,40.609883
Dixie State University,-113.565894,37.103875
Eagle Gate College-Murray,-111.903609,40.649984
Snow College,-111.581543,39.361112
Southern Utah University,-113.070146,37.674617
Stevens-Henager College,-112.011617,41.232847
Stevens-Henager College,-111.713264,40.269691
