name,lng,lat
Baker University,-95.188231,38.777278
Benedictine College,-95.111424,39.572953
Bethany College,-97.673173,38.5786
Bethel College-North Newton,-97.342572,38.07525
Brown Mackie College-Salina,-97.613913,38.80524
Central Christian College of Kansas,-97.667373,38.357964
Donnelly College,-94.65103,39.112227
Emporia State University,-96.179021,38.414784
Fort Hays State University,-99.340493,38.872436
Barclay College,-99.104027,37.620691
Friends University,-97.366666,37.678495
Haskell Indian Nations University,-95.232513,38.937786
Hesston College,-97.433266,38.134487
Concorde Career College-Kansas City,-94.590066,39.068592
Kansas Christian College,-94.666878,38.994848
University of Kansas,-95.247567,38.958549
Newman University,-97.37768,37.672643
Kansas State University,-96.581077,39.188648
Kansas Wesleyan University,-97.609476,38.813923
Manhattan Christian College,-96.579018,39.185764
McPherson College,-97.6443,38.371464
MidAmerica Nazarene University,-94.782586,38.872608
Ottawa University-Ottawa,-95.263776,38.602899
Ottawa University-Kansas City,-94.635461,38.932055
Pittsburg State University,-94.704782,37.3913
University of Saint Mary,-94.906935,39.277308
Southwestern College,-96.9783,37.2493
Sterling College,-98.209966,38.219783
Tabor College,-97.20096,38.348606
Washburn University,-95.702325,39.034977
Wichita State University,-97.296733,37.716484
Alice Lloyd College,-82.875068,37.335087
Asbury University,-84.662606,37.862029
Asbury Theological Seminary,-84.661862,37.863704
Bellarmine University,-85.7049,38.219138
Berea College,-84.289332,37.573334
Brescia University,-87.111533,37.768989
Campbellsville University,-85.348943,37.343342
Centre College,-84.779175,37.645102
Clear Creek Baptist Bible College,-83.727702,36.725236
Galen College of Nursing-Louisville,-85.697564,38.27732
University of the Cumberlands,-84.161646,36.737048
Eastern Kentucky University,-84.301356,37.740396
Frontier Nursing University,-83.376447,37.16363
Georgetown College,-84.554583,38.207934
American National University-Lexington,-84.419122,38.028845
Kentucky Mountain Bible College,-83.438765,37.603443
Kentucky State University,-84.855488,38.201056
Kentucky Wesleyan College,-87.121984,37.744667
University of Kentucky,-84.504747,38.038911
Kentucky Christian University,-82.946883,38.339002
Lexington Theological Seminary,-84.525601,37.99638
Lindsey Wilson College,-85.299909,37.101853
Sullivan College of Technology and Design,-85.688469,38.200292
University of Louisville,-85.758843,38.215752
Louisville Presbyterian Theological Seminary,-85.685726,38.236941
Midway University,-84.679335,38.144432
Morehead State University,-83.434021,38.186768
Murray State University,-88.323629,36.612419
Northern Kentucky University,-84.463483,39.029714
Daymar College-Owensboro,-87.143786,37.737809
University of Pikeville,-82.520265,37.478835
Brown Mackie College-Louisville,-85.696715,38.157272
Spalding University,-85.758851,38.24155
Spencerian College-Louisville,-85.821198,38.17609
Sullivan University,-85.670489,38.212824
Thomas More College,-84.568923,39.022963
Transylvania University,-84.493883,38.053236
Union College,-83.887982,36.869066
Western Kentucky University,-86.455898,36.985718
Centenary College of Louisiana,-93.730834,32.483335
Dillard University,-90.06464,29.996587
Grambling State University,-92.717367,32.522702
Louisiana State University Health Sciences Center-New Orleans,-90.083145,29.957272
Louisiana State University-Alexandria,-92.414409,31.178616
Louisiana State University and Agricultural & Mechanical College,-91.178921,30.414986
Louisiana State University-Shreveport,-93.703762,32.428768
Louisiana College,-92.425567,31.322286
Louisiana Tech University,-92.649963,32.528297
Loyola University New Orleans,-90.120417,29.936141
McNeese State University,-93.215648,30.180762
University of New Orleans,-90.068506,30.028539
Nicholls State University,-90.801571,29.794486
University of Louisiana at Monroe,-92.07374,32.527748
Northwestern State University of Louisiana,-93.097797,31.750666
University of Holy Cross,-89.997055,29.912539
Franciscan Missionaries of Our Lady University,-91.110451,30.40019
Saint Joseph Seminary College,-90.113621,30.526778
Southeastern Louisiana University,-90.468676,30.514652
Southern University and A & M College,-91.190105,30.524558
Southern University at New Orleans,-90.044379,30.02669
University of Louisiana at Lafayette,-92.01941,30.215283
Tulane University of Louisiana,-90.120409,29.939696
Xavier University of Louisiana,-90.107307,29.964162
Kaplan University-Maine Campus,-70.323915,43.638956
College of the Atlantic,-68.221517,44.395258
Bates College,-70.203333,44.105299
Bowdoin College,-69.963942,43.907134
Colby College,-69.66337,44.564211
University of Maine at Augusta,-69.796396,44.337746
University of Maine at Farmington,-70.147469,44.668
University of Maine at Fort Kent,-68.588364,47.250306
University of Maine at Machias,-67.456534,44.709895
University of Maine,-68.669332,44.899257
Maine Maritime Academy,-68.804347,44.389654
University of Maine at Presque Isle,-68.016343,46.672285
University of New England,-70.385882,43.458172
Maine College of Art,-70.26195,43.653672
Saint Joseph's College of Maine,-70.483486,43.82651
University of Southern Maine,-70.276002,43.662637
Thomas College,-69.662923,44.524046
Unity College,-69.332276,44.603165
University of Baltimore,-76.616591,39.305834
Bowie State University,-76.759721,39.018185
Capitol Technology University,-76.851413,39.047047
Washington Adventist University,-77.00131,38.987206
Coppin State University,-76.658547,39.310786
Frostburg State University,-78.933871,39.651509
Goucher College,-76.594843,39.410175
Kaplan University-Hagerstown Campus,-77.722485,39.672993
Hood College,-77.419282,39.421908
Johns Hopkins University,-76.621595,39.328977
Loyola University Maryland,-76.621872,39.346358
University of Maryland-University College,-76.954104,38.986299
"University of Maryland, Baltimore",-76.624981,39.29173
University of Maryland-Baltimore County,-76.711607,39.256686
University of Maryland-College Park,-76.944721,38.988178
Maryland Institute College of Art,-76.621033,39.308792
University of Maryland Eastern Shore,-75.686852,38.207386
Morgan State University,-76.584238,39.344235
Mount St. Mary's University,-77.35222,39.680632
Ner Israel Rabbinical College,-76.751799,39.387771
Notre Dame of Maryland University,-76.619701,39.351307
Salisbury University,-75.605705,38.345447
St Mary's College of Maryland,-76.425706,38.188615
St. John's College,-76.491397,38.981513
Towson University,-76.611164,39.393622
Maryland University of Integrative Health,-76.888025,39.165872
United States Naval Academy,-76.481692,38.980507
Stevenson University,-76.701247,39.421264
Washington College,-76.06878,39.217329
McDaniel College,-77.001662,39.584879
Hult International Business School,-71.070645,42.369968
New England College of Business and Finance,-71.056671,42.353619
American International College,-72.558507,42.112708
Amherst College,-72.518493,42.372459
Andover Newton Theological School,-71.188943,42.324852
Anna Maria College,-71.918961,42.33055
Assumption College,-71.828387,42.295435
Babson College,-71.265585,42.299958
Boston Baptist College,-71.1103,42.254037
Bay Path University,-72.583974,42.055364
Bay State College,-71.076956,42.351965
Becker College,-71.811895,42.26918
Bentley University,-71.220148,42.388798
Berklee College of Music,-71.08703,42.346895
Boston Architectural College,-71.085851,42.34867
Boston Graduate School of Psychoanalysis Inc,-71.133025,42.339481
Boston College,-71.171488,42.337688
Boston University,-71.09984,42.349581
Brandeis University,-71.254716,42.364947
Bridgewater State University,-70.974553,41.98749
Cambridge College,,
Laboure College,-71.058279,42.260866
Clark University,-71.823537,42.251064
Conway School of Landscape Design,,
Curry College,-71.116539,42.238061
Dean College,-71.399003,42.08497
Eastern Nazarene College,-71.011238,42.271214
Emerson College,-71.065384,42.352202
Emmanuel College,-71.103634,42.340602
Endicott College,-70.840729,42.554177
Fisher College,-71.074125,42.355253
Fitchburg State University,-71.789354,42.589345
Framingham State University,-71.437175,42.297289
Benjamin Franklin Institute of Technology,-71.070231,42.346023
Gordon College,-70.819133,42.588173
Gordon-Conwell Theological Seminary,-70.846387,42.613475
Hampshire College,-72.531469,42.325852
Harvard University,-71.118313,42.374471
Hebrew College,-71.190525,42.3264
Hellenic College-Holy Cross Greek Orthodox School of Theology,-71.129418,42.317018
College of the Holy Cross,-71.808627,42.238942
Lasell College,-71.243738,42.342712
Lesley University,-71.115601,42.378429
Longy School of Music of Bard College,-71.123479,42.378657
University of Massachusetts-Lowell,-71.325081,42.65372
University of Massachusetts-Amherst,-72.526728,42.385999
University of Massachusetts-Boston,-71.036865,42.312881
MCPHS University,-71.100964,42.337036
Massachusetts College of Art and Design,-71.099275,42.336862
Massachusetts Institute of Technology,-71.092115,42.360095
Massachusetts Maritime Academy,-70.623953,41.740538
University of Massachusetts Medical School Worcester,-71.760689,42.277589
William James College,-71.203256,42.294995
Merrimack College,-71.124216,42.668352
MGH Institute of Health Professions,-71.054002,42.375018
Montserrat College of Art,-70.876419,42.550416
Mount Holyoke College,-72.573625,42.257588
Mount Ida College,-71.193175,42.293525
The New England Conservatory of Music,-71.086321,42.340998
New England College of Optometry,-71.086521,42.351656
New England Law-Boston,-71.0665,42.350833
Newbury College,-71.142082,42.331032
Nichols College,-71.930283,42.044033
Massachusetts College of Liberal Arts,-73.102817,42.691361
Northeastern University,-71.088782,42.339992
College of Our Lady of the Elms,-72.601541,42.14179
Pine Manor College,-71.156973,42.319568
Pope St John XXIII National Seminary,-71.311059,42.339408
Regis College,-71.309126,42.351105
Saint John's Seminary,-71.161998,42.344146
Salem State University,-70.889321,42.502879
Simmons College,-71.099967,42.3393
Bard College at Simon's Rock,-73.380008,42.209241
Smith College,-72.638097,42.318111
Springfield College,-72.556751,42.101576
University of Massachusetts-Dartmouth,-71.005528,41.628861
Stonehill College,-71.080632,42.05905
Suffolk University,-71.061788,42.358944
Tufts University,-71.120316,42.408465
Wellesley College,-71.306605,42.291554
Wentworth Institute of Technology,-71.094983,42.336632
Western New England University,-72.518789,42.115837
Westfield State University,-72.795673,42.131589
Wheaton College,-71.184167,41.966813
Wheelock College,-71.10582,42.342503
Williams College,-73.203132,42.712725
Worcester Polytechnic Institute,-71.808792,42.275067
Worcester State University,-71.844019,42.267534
Adrian College,-84.059947,41.898449
Albion College,-84.746088,42.244603
Alma College,-84.670073,43.379236
Alpena Community College,-83.445069,45.081647
Andrews University,-86.355815,41.963859
Aquinas College,-85.626166,42.960449
Baker College,-83.694679,42.974764
Calvin College,-85.587548,42.929916
Calvin Theological Seminary,-85.587354,42.92992
Michigan School of Professional Psychology,-83.359575,42.491427
Central Michigan University,-84.77525,43.591203
Cleary University,-83.879987,42.586638
Concordia University-Ann Arbor,-83.682676,42.274723
Cranbrook Academy of Art,-83.25124,42.568716
College for Creative Studies,-83.062352,42.361839
Davenport University,-85.529655,42.849713
Michigan State University-College of Law,-84.47352,42.725733
University of Detroit Mercy,-83.138369,42.417168
Eastern Michigan University,-83.624415,42.245996
Ferris State University,-85.483509,43.687464
Kettering University,-83.714356,43.013112
Grace Bible College,-85.692077,42.919541
Cornerstone University,-85.595602,42.979044
Grand Valley State University,-85.887519,42.965208
Great Lakes Christian College,-84.638714,42.754249
Henry Ford College,-83.238409,42.324577
Hope College,-86.105376,42.788052
Jackson College,-84.403942,42.16483
Kalamazoo College,-85.601317,42.290382
Lake Michigan College,-86.393445,42.097276
Lake Superior State University,-84.3655,46.491736
Lawrence Technological University,-83.25003,42.474072
Madonna University,-83.407306,42.386463
Marygrove College,-83.154109,42.414415
Rochester College,-83.144959,42.667521
University of Michigan-Ann Arbor,-83.742769,42.275921
Michigan State University,-84.476111,42.73212
Michigan Technological University,-88.546403,47.1183
University of Michigan-Dearborn,-83.231417,42.317287
University of Michigan-Flint,-83.688474,43.018777
Northern Michigan University,-87.403857,46.558037
Northwestern Michigan College,-85.581808,44.767608
Northwood University,-84.276276,43.628996
Oakland University,-83.216418,42.674573
Olivet College,-84.922864,42.440908
Kuyper College,-85.592657,43.02195
Sacred Heart Major Seminary,-83.111682,42.375248
Saginaw Valley State University,-83.964273,43.51176
Schoolcraft College,-83.430958,42.419279
Siena Heights University,-84.015144,41.905952
Spring Arbor University,-84.551918,42.206233
Finlandia University,-88.589392,47.12709
Western Michigan University-Thomas M. Cooley Law School,-84.554429,42.731
Walsh College of Accountancy and Business Administration,-83.147197,42.573888
Wayne State University,-83.072864,42.35861
Western Michigan University,-85.61512,42.282589
Western Theological Seminary,-86.101897,42.786227
Academy College,-93.299809,44.855722
Augsburg University,-93.241418,44.965636
Bemidji State University,-94.874529,47.482505
Bethany Lutheran College,-93.990744,44.166485
Bethel University,-93.159295,45.057091
Bethel Seminary-St Paul,-93.159786,45.058775
Carleton College,-93.154662,44.462304
Concordia College at Moorhead,-96.76749,46.862482
Concordia University-Saint Paul,-93.155281,44.95045
Martin Luther College,-94.473422,44.3046
Duluth Business University,-92.157379,46.742888
Gustavus Adolphus College,-93.971928,44.324968
Hamline University,-93.163983,44.965696
Hazelden Betty Ford Graduate School of Addiction Studies,-92.796687,45.377896
Luther Seminary,-93.196754,44.984815
Macalester College,-93.169855,44.936709
Minnesota State University-Mankato,-93.99945,44.146712
Mayo Clinic School of Medicine,-92.466417,44.020808
Mayo Clinic School of Health Sciences,-92.466645,44.022784
Argosy University-Twin Cities,-93.173871,44.837284
Metropolitan State University,-93.074361,44.957256
University of Minnesota-Twin Cities,-93.235352,44.977886
University of Minnesota-Crookston,-96.609863,47.802021
Minneapolis College of Art and Design,-93.274694,44.956988
Herzing University-Minneapolis,-93.366498,45.056273
University of Minnesota-Duluth,-92.084385,46.817126
University of Minnesota-Morris,-95.901756,45.589829
Minnesota State University Moorhead,-96.763376,46.866482
National American University-Roseville,-93.162659,45.009443
North Central University,-93.261429,44.969389
University of Northwestern-St Paul,-93.171579,45.032969
Northwestern Health Sciences University,-93.311218,44.85097
Oak Hills Christian College,-94.901701,47.425836
College of Saint Benedict,-94.319888,45.561792
Saint Cloud State University,-94.153,45.552418
Saint Johns University,-94.393621,45.580075
Saint Mary's University of Minnesota,-91.696652,44.045322
St Olaf College,-93.183633,44.462884
Crown College,-93.743015,44.885372
The College of Saint Scholastica,-92.105738,46.81544
University of St Thomas,-93.189422,44.941662
St Catherine University,-93.181925,44.924542
Rasmussen College-Minnesota,-94.206254,45.548117
Southwest Minnesota State University,-95.75983,44.455023
United Theological Seminary of the Twin Cities,-93.224977,45.057139
Dunwoody College of Technology,-93.290069,44.973081
Winona State University,-91.643723,44.046159
Mitchell Hamline School of Law,-93.137709,44.942092
Alcorn State University,-91.142854,31.877216
Belhaven University,-90.169228,32.318415
Blue Mountain College,-89.02924,34.67209
Delta State University,-90.735365,33.744745
Jackson State University,-90.20663,32.296781
Millsaps College,-90.178084,32.3231
University of Mississippi,-89.537434,34.365529
Mississippi University for Women,-88.418601,33.493305
Mississippi Valley State University,-90.341274,33.514142
Mississippi College,-90.329821,32.335515
Mississippi State University,-88.790139,33.454852
Rust College,-89.446999,34.776862
Southeastern Baptist College,-89.149373,31.748512
University of Southern Mississippi,-89.331236,31.32661
Tougaloo College,-90.16076,32.403014
Wesley Biblical Seminary,-90.159447,32.355011
William Carey University,-89.291815,31.305264
Aquinas Institute of Theology,-90.237365,38.635008
Avila University,-94.591387,38.912159
Baptist Bible College,-93.285385,37.239731
Cox College,-93.290233,37.225116
Calvary University,-94.546238,38.838169
Central Christian College of the Bible,-92.427259,39.395963
Central Methodist University-College of Liberal Arts and Sciences,-92.685276,39.150534
University of Central Missouri,-93.737428,38.759111
Cleveland University-Kansas City,-94.679076,38.932019
Columbia College,-92.326544,38.957899
Conception Seminary College,-94.682831,40.24044
Concordia Seminary,-90.312041,38.63816
Cottey College,-94.371311,37.836127
Covenant Theological Seminary,-90.451323,38.643066
Culver-Stockton College,-91.529374,40.128993
Drury University,-93.285773,37.219757
Eden Theological Seminary,-90.345605,38.592307
Evangel University,-93.262614,37.220956
Fontbonne University,-90.315712,38.642697
Hannibal-LaGrange University,-91.391423,39.730785
Harris-Stowe State University,-90.224288,38.631744
Hickey College,-90.407591,38.7086
Barnes-Jewish College Goldfarb School of Nursing,-90.260648,38.636881
Kansas City Art Institute,-94.583594,39.046353
Kenrick Glennon Seminary,-90.324024,38.584608
A T Still University of Health Sciences,-92.589183,40.193648
Lincoln University,-92.168509,38.564409
Lindenwood University,-90.501286,38.785425
Logan University,-90.542333,38.63133
Maryville University of Saint Louis,-90.505096,38.645474
Midwestern Baptist Theological Seminary,-94.573185,39.185691
Missouri Baptist University,-90.462606,38.642017
Missouri Southern State University,-94.460893,37.095722
Missouri Valley College,-93.190236,39.108655
Missouri Western State University,-94.785643,39.7575
University of Missouri-Columbia,-92.326429,38.941015
University of Missouri-Kansas City,-94.578039,39.035366
Missouri University of Science and Technology,-91.775583,37.953426
University of Missouri-St Louis,-90.308886,38.711297
Nazarene Theological Seminary,-94.566459,39.01078
Truman State University,-92.580531,40.188238
Northwest Missouri State University,-94.884341,40.352706
Ozark Christian College,-94.510906,37.105242
College of the Ozarks,-93.238174,36.616019
Park University,-94.677086,39.189477
Stevens-The Institute of Business & Arts,-90.201061,38.63282
Ranken Technical College,-90.249045,38.652886
Research College of Nursing,-94.558087,39.008747
Rockhurst University,-94.571249,39.030843
Saint Louis University,-90.23343,38.636516
Saint Louis Christian College,-90.294569,38.775771
St. Louis College of Pharmacy,-90.260357,38.637165
Saint Paul School of Theology,-94.641861,38.87979
Southwest Baptist University,-93.410451,37.601603
Saint Luke's College of Health Sciences,-94.594501,39.05216
Stephens College,-92.322997,38.950631
Southeast Missouri State University,-89.529119,37.31575
Missouri State University-Springfield,-93.276821,37.197983
Kansas City University of Medicine and Biosciences,-94.561374,39.107553
Washington University in St Louis,-90.310604,38.647929
Webster University,-90.345654,38.589269
Westminster College,-91.954345,38.847764
William Jewell College,-94.41207,39.247848
William Woods University,-91.949273,38.857864
Carroll College,-112.04053,46.602202
Montana State University-Billings,-108.523009,45.796896
University of Providence,-111.270167,47.490279
Montana Tech of the University of Montana,-112.557,46.012164
Montana State University,-111.048812,45.666726
The University of Montana,-113.982912,46.859312
Montana State University-Northern,-109.686457,48.541054
Rocky Mountain College,-108.553899,45.796765
Salish Kootenai College,-114.111635,47.598592
The University of Montana-Western,-112.639264,45.208306
Bellevue University,-95.91764,41.150225
Clarkson College,-95.977188,41.259201
Bryan College of Health Sciences,-96.651532,40.796768
Chadron State College,-103.001615,42.8199
Concordia University-Nebraska,-97.089054,40.914853
Creighton University,-95.947029,41.265325
Doane University-Arts & Sciences,-96.949656,40.623107
Grace University,-95.92789,41.244723
Hastings College,-98.373641,40.590448
University of Nebraska at Kearney,-99.09807,40.701287
Kaplan University-Lincoln Campus,-96.694181,40.808915
Nebraska Methodist College of Nursing & Allied Health,-96.048511,41.265973
Midland University,-96.488008,41.43674
Nebraska Christian College of Hope International University,-96.09437,41.12314
University of Nebraska at Omaha,-96.010797,41.257746
Kaplan University-Omaha Campus,-96.072772,41.309515
University of Nebraska Medical Center,-95.973966,41.256312
Nebraska Wesleyan University,-96.648414,40.838789
University of Nebraska-Lincoln,-96.700508,40.817598
Peru State College,-95.732731,40.474689
Summit Christian College,-103.675715,41.829274
College of Saint Mary,-96.020209,41.240879
Union College,-96.651095,40.774778
Wayne State College,-97.015122,42.241556
York College,-97.579285,40.867453
College of Southern Nevada,-115.233784,36.158443
The Art Institute of Las Vegas,-115.090268,36.024552
University of Nevada-Las Vegas,-115.141153,36.106994
University of Nevada-Reno,-119.815377,39.543642
Great Basin College,-115.76733,40.84242
Sierra Nevada College,-119.939523,39.24586
Western Nevada College,-119.79036,39.186158
Colby-Sawyer College,-71.975805,43.411663
Dartmouth College,-72.289949,43.704115
Franklin Pierce University,-72.058011,42.78014
University of New Hampshire-School of Law,-71.545152,43.207371
Northeast Catholic College,-71.834444,43.314908
New England College,-71.822928,43.177005
Southern New Hampshire University,-71.453938,43.039892
University of New Hampshire-Main Campus,-70.934512,43.134235
Keene State College,-72.281433,42.925999
University of New Hampshire at Manchester,-71.468764,42.990331
Plymouth State University,-71.691164,43.757386
Rivier University,-71.455466,42.738343
Saint Anselm College,-71.503622,42.986889
Granite State College,-71.527241,43.19291
Thomas More College of Liberal Arts,-71.48364,42.807701
Berkeley College-Woodland Park,-74.188765,40.90208
Beth Medrash Govoha,-74.220777,40.095461
Bloomfield College,-74.19593,40.794218
Caldwell University,-74.273697,40.834285
Centenary University,-74.832775,40.848693
Drew University,-74.425825,40.757026
Fairleigh Dickinson University-Metropolitan Campus,-74.030023,40.896162
Felician University,-74.096452,40.867272
Fairleigh Dickinson University-Florham Campus,-74.435359,40.777364
Georgian Court University,-74.22622,40.098706
Rowan University,-75.117974,39.709768
Eastwick College-Ramsey,-74.131486,41.057866
New Jersey City University,-74.08727,40.709937
Kean University,-74.234668,40.679429
Monmouth University,-74.006447,40.280066
Montclair State University,-74.199455,40.859233
New Brunswick Theological Seminary,-74.449368,40.501314
New Jersey Institute of Technology,-74.177113,40.741997
Princeton Theological Seminary,-74.665321,40.3457
Princeton University,-74.659365,40.348732
Rabbinical College of America,-74.502182,40.811385
Ramapo College of New Jersey,-74.174086,41.080942
Rider University,-74.737833,40.278796
Rutgers University-Camden,-75.125303,39.948628
Rutgers University-New Brunswick,-74.446251,40.498769
Rutgers University-Newark,-74.175294,40.741303
Saint Peter's University,-74.071541,40.727105
Seton Hall University,-74.248753,40.742859
College of Saint Elizabeth,-74.438221,40.78182
Stevens Institute of Technology,-74.025334,40.744776
Stockton University,-74.531087,39.492036
Talmudical Academy-New Jersey,-74.250167,40.217456
Thomas Edison State University,-74.769652,40.22011
The College of New Jersey,-74.778791,40.268651
William Paterson University of New Jersey,-74.199465,40.946256
Navajo Technical University,-108.149392,35.687431
Eastern New Mexico University-Main Campus,-103.34819,34.175592
Institute of American Indian and Alaska Native Culture and Arts Development,-106.010015,35.586563
New Mexico Highlands University,-105.219197,35.596233
New Mexico Institute of Mining and Technology,-106.907491,34.066035
University of New Mexico-Main Campus,-106.620155,35.083868
New Mexico State University-Main Campus,-106.752069,32.281568
Northern New Mexico College,-106.084395,36.004073
Santa Fe University of Art and Design,-105.976796,35.658664
University of the Southwest,-103.186948,32.775496
Southwestern College,-106.052585,35.636241
Western New Mexico University,-108.284768,32.776962
Vaughn College of Aeronautics and Technology,-73.881721,40.768348
Adelphi University,-73.653321,40.721439
Bryant & Stratton College-Albany,-73.810438,42.697996
Albany College of Pharmacy and Health Sciences,-73.778132,42.652559
Albany Law School,-73.777692,42.651264
Albany Medical College,-73.773975,42.653178
Alfred University,-77.788106,42.254476
American Musical and Dramatic Academy,-73.987549,40.772275
Bank Street College of Education,-73.966643,40.805604
Bard College,-73.909927,42.020386
Barnard College,-73.964027,40.809137
Berkeley College-New York,-73.979577,40.754043
Beth Hatalmud Rabbinical College,-73.993039,40.605394
Beth Hamedrash Shaarei Yosher Institute,-73.981088,40.635503
Phillips School of Nursing at Mount Sinai Beth Israel,-73.990936,40.744973
Boricua College,-73.9458,40.833434
Briarcliffe College,-73.495305,40.758196
Brooklyn Law School,-73.990535,40.692662
Bryant & Stratton College-Amherst,-78.742813,43.04079
Bryant & Stratton College-Syracuse North,-76.240182,43.189609
Bryant & Stratton College-Buffalo,-78.874095,42.886474
Bryant & Stratton College-Greece,-77.69559,43.240547
Canisius College,-78.851794,42.925319
Cazenovia College,-75.854054,42.931946
Central Yeshiva Tomchei Tmimim Lubavitz,-73.938778,40.669694
Christ the King Seminary,-78.656594,42.772212
Clarkson University,-74.999359,44.662716
Colgate Rochester Crozer Divinity School,-77.598551,43.131789
Colgate University,-75.535,42.8188
Metropolitan College of New York,-74.014702,40.708706
Columbia University in the City of New York,-73.961885,40.808286
Concordia College-New York,-73.82212,40.94253
Cooper Union for the Advancement of Science and Art,-73.990516,40.72938
Cornell University,-76.483084,42.4472
Weill Cornell Medical College,-73.954839,40.764738
Culinary Institute of America,-73.933231,41.745806
CUNY Bernard M Baruch College,-73.983417,40.740238
CUNY Brooklyn College,-73.95312,40.631912
College of Staten Island CUNY,-74.14849,40.601831
CUNY City College,-73.95055,40.819794
CUNY Graduate School and University Center,-73.983575,40.748503
CUNY Hunter College,-73.964795,40.768669
CUNY John Jay College of Criminal Justice,-73.98841,40.770351
CUNY Lehman College,-73.894627,40.873928
CUNY Medgar Evers College,-73.957076,40.666256
CUNY New York City College of Technology,-73.987856,40.695483
CUNY Queens College,-73.816098,40.735182
CUNY School of Law,-73.943621,40.747797
CUNY York College,-73.794586,40.702661
D'Youville College,-78.890868,42.902636
Daemen College,-78.789025,42.965024
Yeshiva of Far Rockaway Derech Ayson Rabbinical Seminary,-73.743861,40.60036
Dominican College of Blauvelt,-73.95234,41.054111
Elmira College,-76.813459,42.0961
Fashion Institute of Technology,-73.994781,40.74731
Five Towns College,-73.369968,40.793327
Fordham University,-73.882705,40.859354
The General Theological Seminary,-74.00378,40.745563
Hamilton College,-75.408195,43.050245
Hartwick College,-75.071994,42.457599
Helene Fuld College of Nursing,-73.943356,40.802495
Hilbert College,-78.82029,42.75505
Hobart William Smith Colleges,-76.985516,42.858131
Hofstra University,-73.60078,40.715959
Houghton College,-78.156882,42.426841
Iona College,-73.785635,40.927107
Ithaca College,-76.494136,42.422154
Jamestown Business College,-79.249373,42.095118
Jewish Theological Seminary of America,-73.960287,40.811959
The Juilliard School,-73.982913,40.773725
Kehilath Yakov Rabbinical Seminary,-73.814887,41.220521
Keuka College,-77.090518,42.61541
LIM College,-73.974911,40.759817
Le Moyne College,-76.088449,43.047316
LIU Brooklyn,-73.980872,40.690134
LIU Post,-73.593279,40.820043
LIU Brentwood,-73.269771,40.799667
Machzikei Hadath Rabbinical College,-73.988435,40.628037
Manhattan College,-73.901893,40.889756
Manhattan School of Music,-73.961691,40.812341
Manhattanville College,-73.715645,41.032187
Maria College of Albany,-73.805986,42.656506
Marist College,-73.934342,41.721955
Marymount Manhattan College,-73.959676,40.769108
Medaille College,-78.856569,42.92895
Mercy College,-73.874571,41.021436
Mesivta Torah Vodaath Rabbinical Seminary,-73.969494,40.638251
Mesivta of Eastern Parkway-Yeshiva Zichron Meilech,-73.979166,40.635169
Mesivtha Tifereth Jerusalem of America,-73.991271,40.713812
Mirrer Yeshiva Cent Institute,-73.966049,40.605043
Molloy College,-73.626278,40.68597
Monroe College,-73.900215,40.864459
Mount Saint Mary College,-74.012906,41.511212
College of Mount Saint Vincent,-73.907019,40.912814
Icahn School of Medicine at Mount Sinai,-73.953445,40.789801
Nazareth College,-77.518579,43.101576
The College of New Rochelle,-73.781104,40.899427
The New School,-73.994636,40.735275
New York Chiropractic College,-76.756232,42.91173
New York Law School,-74.006394,40.717393
New York Medical College,-73.810042,41.085031
New York Theological Seminary,-73.963793,40.810869
New York University,-73.997264,40.729452
Niagara University,-79.036689,43.137279
New York College of Podiatric Medicine,-73.940306,40.804899
New York Institute of Technology,-73.6078,40.812447
New York School of Interior Design,-73.962404,40.768615
Nyack College,-73.931106,41.086425
Ohr Hameir Theological Seminary,-73.889793,41.268725
Pace University-New York,-74.004719,40.711014
Paul Smiths College of Arts and Science,-74.252675,44.433965
Plaza College,-73.831156,40.714894
Davis College,-75.962421,42.101092
Pratt Institute-Main,-73.962149,40.691154
Rabbinical Academy Mesivta Rabbi Chaim Berlin,-73.963702,40.618467
Rabbinical College Bobover Yeshiva Bnei Zion,-73.98544,40.63192
Rabbinical College Beth Shraga,-74.072771,41.114311
Rabbinical College of Long Island,-73.670034,40.586478
Rabbinical Seminary of America,-73.817161,40.72308
Rensselaer Polytechnic Institute,-73.678768,42.728983
Roberts Wesleyan College,-77.798964,43.126747
Rochester Institute of Technology,-77.67386,43.084188
University of Rochester,-77.631202,43.126397
The Sage Colleges,-73.693711,42.72822
St Bernard's School of Theology and Ministry,-77.526326,43.102185
St Bonaventure University,-78.481107,42.080191
St Francis College,-73.991653,40.693076
St Lawrence University,-75.161343,44.589879
The College of Saint Rose,-73.78611,42.664664
St. Thomas Aquinas College,-73.934182,41.041126
Sarah Lawrence College,-73.84381,40.934147
Sh'or Yoshuv Rabbinical College,-73.740366,40.605336
Siena College,-73.7526,42.717602
Skidmore College,-73.785335,43.097035
St. Joseph's College-New York,-73.968037,40.690485
St. Joseph's College-Long Island,,
Saint Vladimirs Orthodox Theological Seminary,-73.82332,40.971362
Saint John Fisher College,-77.513056,43.116259
St John's University-New York,-73.796104,40.722523
SUNY College of Technology at Alfred,-77.794632,42.255262
SUNY College of Technology at Canton,-75.182906,44.604096
SUNY College of Technology at Delhi,-74.924612,42.269859
SUNY College of Agriculture and Technology at Cobleskill,-74.498258,42.672534
Farmingdale State College,-73.42832,40.754224
